Area Code,Date,Product,Product Line,Product Type,State,Territory,Territory Size,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Number of Records,Profit,Sales,Total Expenses
321,01-08-2012,Decaf Irish Cream,Beans,Coffee,Florida,East,Major Territory,Decaf,110,150,100,260,116,678,161,35,1,102,277,59
682,01-08-2012,Decaf Irish Cream,Beans,Coffee,Texas,South,Major Territory,Decaf,60,90,70,150,52,554,68,17,1,39,120,29
626,01-08-2012,Decaf Irish Cream,Beans,Coffee,California,West,Major Territory,Decaf,240,-40,-140,200,196,"3,139",-30,64,1,-137,166,107
719,01-08-2012,Decaf Espresso,Beans,Espresso,Colorado,Central,Major Territory,Decaf,60,90,50,150,52,662,79,17,1,30,131,49
847,01-08-2012,Decaf Espresso,Beans,Espresso,Illinois,Central,Major Territory,Decaf,300,320,220,620,266,"1,797",266,74,1,167,532,99
937,01-08-2012,Decaf Espresso,Beans,Espresso,Ohio,Central,Major Territory,Decaf,50,70,20,120,49,414,60,18,1,8,109,52
850,01-08-2012,Decaf Espresso,Beans,Espresso,Florida,East,Major Territory,Decaf,90,130,80,220,99,565,132,32,1,73,231,59
512,01-08-2012,Decaf Espresso,Beans,Espresso,Texas,South,Major Territory,Decaf,80,130,110,210,100,598,145,28,1,105,245,40
707,01-08-2012,Decaf Espresso,Beans,Espresso,California,West,Major Territory,Decaf,280,370,250,650,295,"1,714",392,97,1,262,687,130
720,01-08-2012,Amaretto,Beans,Coffee,Colorado,Central,Major Territory,Regular,130,180,140,310,123,941,178,34,1,133,301,45
234,01-08-2012,Amaretto,Beans,Coffee,Ohio,Central,Major Territory,Regular,40,70,40,110,46,415,62,15,1,19,108,43
719,01-08-2012,Colombian,Beans,Coffee,Colorado,Central,Major Territory,Regular,50,70,50,120,52,554,68,17,1,39,120,29
847,01-08-2012,Colombian,Beans,Coffee,Illinois,Central,Major Territory,Regular,200,290,190,490,196,"1,167",271,64,1,163,467,108
234,01-08-2012,Colombian,Beans,Coffee,Ohio,Central,Major Territory,Regular,30,50,30,80,34,428,51,10,1,19,85,32
850,01-08-2012,Colombian,Beans,Coffee,Florida,East,Major Territory,Regular,100,170,120,270,114,810,172,37,1,104,286,68
508,01-08-2012,Colombian,Beans,Coffee,Massachusetts,East,Major Territory,Regular,40,590,560,630,52,"-2,033",612,17,1,563,664,49
845,01-08-2012,Colombian,Beans,Coffee,New York,East,Major Territory,Regular,340,520,370,860,364,"2,617",546,127,1,368,910,178
979,01-08-2012,Colombian,Beans,Coffee,Texas,South,Major Territory,Regular,390,450,340,840,311,"1,296",367,96,1,250,678,117
562,01-08-2012,Amaretto,Beans,Coffee,California,West,Major Territory,Regular,190,-90,-150,100,154,"2,105",-67,49,1,-139,87,72
650,01-08-2012,Colombian,Beans,Coffee,California,West,Major Territory,Regular,450,680,520,"1,130",364,"2,617",546,127,1,368,910,178
720,01-08-2012,Caffe Mocha,Beans,Espresso,Colorado,Central,Major Territory,Regular,110,170,130,280,100,598,145,28,1,105,245,40
630,01-08-2012,Caffe Mocha,Beans,Espresso,Illinois,Central,Major Territory,Regular,340,470,340,810,295,"1,714",392,97,1,262,687,130
513,01-08-2012,Caffe Mocha,Beans,Espresso,Ohio,Central,Major Territory,Regular,160,180,120,340,145,"1,292",146,40,1,81,291,65
941,01-08-2012,Caffe Mocha,Beans,Espresso,Florida,East,Major Territory,Regular,120,190,60,310,133,705,184,120,1,35,317,149
339,01-08-2012,Caffe Mocha,Beans,Espresso,Massachusetts,East,Major Territory,Regular,30,70,20,100,37,540,68,33,1,6,105,62
518,01-08-2012,Caffe Mocha,Beans,Espresso,New York,East,Major Territory,Regular,160,-90,-260,70,173,"2,615",-95,156,1,-284,78,189
413,01-08-2012,Regular Espresso,Beans,Espresso,Massachusetts,East,Major Territory,Regular,130,150,100,280,145,"1,292",146,40,1,82,291,64
646,01-08-2012,Regular Espresso,Beans,Espresso,New York,East,Major Territory,Regular,250,280,190,530,266,"1,319",277,74,1,179,543,98
430,01-08-2012,Caffe Latte,Beans,Espresso,Texas,South,Major Territory,Regular,40,70,40,110,52,-587,79,17,1,30,131,49
682,01-08-2012,Caffe Mocha,Beans,Espresso,Texas,South,Major Territory,Regular,100,150,120,250,123,941,178,34,1,133,301,45
916,01-08-2012,Caffe Latte,Beans,Espresso,California,West,Major Territory,Regular,250,260,170,510,266,"1,797",266,74,1,167,532,99
530,01-08-2012,Caffe Mocha,Beans,Espresso,California,West,Major Territory,Regular,160,230,60,390,173,927,239,156,1,50,412,189
641,01-08-2012,Decaf Irish Cream,Beans,Coffee,Iowa,Central,Small Territory,Decaf,10,20,10,30,14,602,18,4,1,1,32,17
816,01-08-2012,Decaf Irish Cream,Beans,Coffee,Missouri,Central,Small Territory,Decaf,50,60,30,110,50,"1,064",60,15,1,24,110,36
414,01-08-2012,Decaf Irish Cream,Beans,Coffee,Wisconsin,Central,Small Territory,Decaf,100,140,90,240,99,565,132,32,1,73,231,59
504,01-08-2012,Decaf Irish Cream,Beans,Coffee,Louisiana,South,Small Territory,Decaf,70,120,100,190,63,864,91,17,1,63,154,28
505,01-08-2012,Decaf Irish Cream,Beans,Coffee,New Mexico,South,Small Territory,Decaf,150,20,-30,170,120,"1,439",19,37,1,-42,139,61
405,01-08-2012,Decaf Irish Cream,Beans,Coffee,Oklahoma,South,Small Territory,Decaf,20,40,30,60,22,865,33,6,1,16,55,17
702,01-08-2012,Decaf Irish Cream,Beans,Coffee,Nevada,West,Small Territory,Decaf,50,60,30,110,41,"1,007",49,12,1,16,90,33
541,01-08-2012,Decaf Irish Cream,Beans,Coffee,Oregon,West,Small Territory,Decaf,40,60,40,100,34,428,51,10,1,19,85,32
435,01-08-2012,Decaf Irish Cream,Beans,Coffee,Utah,West,Small Territory,Decaf,90,110,60,200,72,606,88,27,1,27,160,61
206,01-08-2012,Decaf Irish Cream,Beans,Coffee,Washington,West,Small Territory,Decaf,160,230,100,390,133,705,184,120,1,34,317,150
515,01-08-2012,Decaf Espresso,Beans,Espresso,Iowa,Central,Small Territory,Decaf,0,50,40,50,0,516,43,0,1,31,43,12
417,01-08-2012,Decaf Espresso,Beans,Espresso,Missouri,Central,Small Territory,Decaf,30,60,50,90,32,841,48,8,1,28,80,20
262,01-08-2012,Decaf Espresso,Beans,Espresso,Wisconsin,Central,Small Territory,Decaf,30,50,30,80,30,581,39,9,1,18,69,21
203,01-08-2012,Decaf Espresso,Beans,Espresso,Connecticut,East,Small Territory,Decaf,40,50,20,90,42,384,56,13,1,16,98,40
504,01-08-2012,Decaf Espresso,Beans,Espresso,Louisiana,South,Small Territory,Decaf,30,40,20,70,36,458,54,11,1,21,90,33
505,01-08-2012,Decaf Espresso,Beans,Espresso,New Mexico,South,Small Territory,Decaf,30,60,30,90,45,253,60,14,1,18,105,42
405,01-08-2012,Decaf Espresso,Beans,Espresso,Oklahoma,South,Small Territory,Decaf,90,150,100,240,114,810,172,37,1,103,286,69
702,01-08-2012,Decaf Espresso,Beans,Espresso,Nevada,West,Small Territory,Decaf,20,30,20,50,23,806,35,6,1,17,58,18
503,01-08-2012,Decaf Espresso,Beans,Espresso,Oregon,West,Small Territory,Decaf,130,140,90,270,145,"1,292",146,40,1,81,291,65
435,01-08-2012,Decaf Espresso,Beans,Espresso,Utah,West,Small Territory,Decaf,30,40,30,70,34,890,49,9,1,28,83,21
206,01-08-2012,Decaf Espresso,Beans,Espresso,Washington,West,Small Territory,Decaf,90,120,90,210,103,"1,073",123,31,1,71,226,52
641,01-08-2012,Amaretto,Beans,Coffee,Iowa,Central,Small Territory,Regular,20,40,30,60,25,851,38,7,1,19,63,19
715,01-08-2012,Amaretto,Beans,Coffee,Wisconsin,Central,Small Territory,Regular,60,80,30,140,63,397,77,23,1,21,140,56
563,01-08-2012,Colombian,Beans,Coffee,Iowa,Central,Small Territory,Regular,40,50,20,90,41,"1,007",49,12,1,15,90,34
417,01-08-2012,Colombian,Beans,Coffee,Missouri,Central,Small Territory,Regular,70,90,40,160,72,606,88,27,1,27,160,61
608,01-08-2012,Colombian,Beans,Coffee,Wisconsin,Central,Small Territory,Regular,140,190,60,330,133,705,184,120,1,35,317,149
603,01-08-2012,Amaretto,Beans,Coffee,New Hampshire,East,Small Territory,Regular,50,90,70,140,61,322,90,19,1,48,151,42
475,01-08-2012,Colombian,Beans,Coffee,Connecticut,East,Small Territory,Regular,80,130,90,210,90,"1,139",135,29,1,75,225,60
603,01-08-2012,Colombian,Beans,Coffee,New Hampshire,East,Small Territory,Regular,60,90,60,150,64,460,96,21,1,44,160,52
504,01-08-2012,Colombian,Beans,Coffee,Louisiana,South,Small Territory,Regular,60,80,60,140,48,839,70,13,1,46,118,24
505,01-08-2012,Colombian,Beans,Coffee,New Mexico,South,Small Territory,Regular,80,120,70,200,64,460,96,21,1,44,160,52
405,01-08-2012,Colombian,Beans,Coffee,Oklahoma,South,Small Territory,Regular,80,110,80,190,68,587,87,22,1,53,155,34
541,01-08-2012,Amaretto,Beans,Coffee,Oregon,West,Small Territory,Regular,40,70,20,110,37,513,52,33,1,-11,89,63
801,01-08-2012,Amaretto,Beans,Coffee,Utah,West,Small Territory,Regular,60,70,40,130,50,"1,064",60,15,1,24,110,36
702,01-08-2012,Colombian,Beans,Coffee,Nevada,West,Small Territory,Regular,40,60,20,100,38,248,48,14,1,1,86,47
971,01-08-2012,Colombian,Beans,Coffee,Oregon,West,Small Territory,Regular,50,90,40,140,47,474,67,15,1,8,114,59
435,01-08-2012,Colombian,Beans,Coffee,Utah,West,Small Territory,Regular,50,70,40,120,42,384,56,13,1,15,98,41
509,01-08-2012,Colombian,Beans,Coffee,Washington,West,Small Territory,Regular,100,160,120,260,86,454,125,27,1,76,211,49
712,01-08-2012,Caffe Mocha,Beans,Espresso,Iowa,Central,Small Territory,Regular,20,40,30,60,23,806,35,6,1,18,58,17
314,01-08-2012,Caffe Mocha,Beans,Espresso,Missouri,Central,Small Territory,Regular,30,60,40,90,34,890,49,9,1,29,83,20
920,01-08-2012,Caffe Mocha,Beans,Espresso,Wisconsin,Central,Small Territory,Regular,110,150,100,260,103,"1,073",123,31,1,70,226,53
860,01-08-2012,Caffe Mocha,Beans,Espresso,Connecticut,East,Small Territory,Regular,40,60,10,100,44,617,61,39,1,-8,105,69
603,01-08-2012,Caffe Mocha,Beans,Espresso,New Hampshire,East,Small Territory,Regular,60,80,10,140,63,332,88,57,1,1,151,87
603,01-08-2012,Regular Espresso,Beans,Espresso,New Hampshire,East,Small Territory,Regular,20,40,0,60,29,215,36,11,1,-9,65,45
985,01-08-2012,Caffe Latte,Beans,Espresso,Louisiana,South,Small Territory,Regular,30,60,10,90,44,-508,61,39,1,-7,105,68
505,01-08-2012,Caffe Latte,Beans,Espresso,New Mexico,South,Small Territory,Regular,20,30,0,50,29,-347,36,11,1,-8,65,44
918,01-08-2012,Caffe Latte,Beans,Espresso,Oklahoma,South,Small Territory,Regular,90,140,100,230,116,"-1,278",161,35,1,102,277,59
337,01-08-2012,Caffe Mocha,Beans,Espresso,Louisiana,South,Small Territory,Regular,40,60,40,100,47,366,79,14,1,41,126,38
505,01-08-2012,Caffe Mocha,Beans,Espresso,New Mexico,South,Small Territory,Regular,50,70,0,120,63,332,88,57,1,2,151,86
918,01-08-2012,Caffe Mocha,Beans,Espresso,Oklahoma,South,Small Territory,Regular,10,20,20,30,16,484,25,4,1,10,41,15
702,01-08-2012,Caffe Latte,Beans,Espresso,Nevada,West,Small Territory,Regular,0,40,30,40,0,516,43,0,1,32,43,11
971,01-08-2012,Caffe Latte,Beans,Espresso,Oregon,West,Small Territory,Regular,40,60,20,100,49,414,60,18,1,9,109,51
801,01-08-2012,Caffe Latte,Beans,Espresso,Utah,West,Small Territory,Regular,30,40,30,70,32,841,48,8,1,28,80,20
206,01-08-2012,Caffe Latte,Beans,Espresso,Washington,West,Small Territory,Regular,20,40,30,60,30,581,39,9,1,17,69,22
775,01-08-2012,Caffe Mocha,Beans,Espresso,Nevada,West,Small Territory,Regular,20,40,30,60,25,851,38,7,1,19,63,19
503,01-08-2012,Caffe Mocha,Beans,Espresso,Oregon,West,Small Territory,Regular,40,60,30,100,46,415,62,15,1,19,108,43
801,01-08-2012,Caffe Mocha,Beans,Espresso,Utah,West,Small Territory,Regular,70,90,60,160,77,581,99,25,1,62,176,37
425,01-08-2012,Caffe Mocha,Beans,Espresso,Washington,West,Small Territory,Regular,60,70,20,130,63,397,77,23,1,20,140,57
303,01-08-2012,Chamomile,Leaves,Herbal Tea,Colorado,Central,Major Territory,Decaf,120,130,80,250,145,"1,292",146,40,1,82,291,64
630,01-08-2012,Chamomile,Leaves,Herbal Tea,Illinois,Central,Major Territory,Decaf,100,160,140,260,123,941,178,34,1,132,301,46
567,01-08-2012,Chamomile,Leaves,Herbal Tea,Ohio,Central,Major Territory,Decaf,10,20,20,30,16,484,25,4,1,9,41,16
970,01-08-2012,Lemon,Leaves,Herbal Tea,Colorado,Central,Major Territory,Decaf,30,40,0,70,37,513,52,33,1,-10,89,62
847,01-08-2012,Lemon,Leaves,Herbal Tea,Illinois,Central,Major Territory,Decaf,40,60,40,100,52,554,68,17,1,39,120,29
330,01-08-2012,Lemon,Leaves,Herbal Tea,Ohio,Central,Major Territory,Decaf,10,30,30,40,22,865,33,6,1,16,55,17
303,01-08-2012,Mint,Leaves,Herbal Tea,Colorado,Central,Major Territory,Decaf,30,60,30,90,46,415,62,15,1,20,108,42
309,01-08-2012,Mint,Leaves,Herbal Tea,Illinois,Central,Major Territory,Decaf,110,170,140,280,132,994,191,36,1,143,323,48
813,01-08-2012,Chamomile,Leaves,Herbal Tea,Florida,East,Major Territory,Decaf,20,30,20,50,30,581,39,9,1,18,69,21
305,01-08-2012,Lemon,Leaves,Herbal Tea,Florida,East,Major Territory,Decaf,40,60,30,100,63,397,77,23,1,20,140,57
339,01-08-2012,Lemon,Leaves,Herbal Tea,Massachusetts,East,Major Territory,Decaf,30,50,20,80,49,414,60,18,1,9,109,51
646,01-08-2012,Lemon,Leaves,Herbal Tea,New York,East,Major Territory,Decaf,210,290,180,500,284,"1,565",369,107,1,229,653,140
305,01-08-2012,Mint,Leaves,Herbal Tea,Florida,East,Major Territory,Decaf,70,100,70,170,103,"1,073",123,31,1,70,226,53
718,01-08-2012,Mint,Leaves,Herbal Tea,New York,East,Major Territory,Decaf,230,-140,-230,90,311,"3,422",-187,96,1,-304,124,117
430,01-08-2012,Chamomile,Leaves,Herbal Tea,Texas,South,Major Territory,Decaf,40,60,30,100,46,415,62,15,1,19,108,43
281,01-08-2012,Lemon,Leaves,Herbal Tea,Texas,South,Major Territory,Decaf,30,50,30,80,34,428,51,10,1,19,85,32
831,01-08-2012,Chamomile,Leaves,Herbal Tea,California,West,Major Territory,Decaf,110,170,140,280,132,994,191,36,1,143,323,48
916,01-08-2012,Lemon,Leaves,Herbal Tea,California,West,Major Territory,Decaf,260,330,240,590,311,"1,296",367,96,1,249,678,118
310,01-08-2012,Mint,Leaves,Herbal Tea,California,West,Major Territory,Decaf,40,60,40,100,52,554,68,17,1,38,120,30
720,01-08-2012,Darjeeling,Leaves,Tea,Colorado,Central,Major Territory,Regular,40,50,10,90,49,414,60,18,1,9,109,51
217,01-08-2012,Darjeeling,Leaves,Tea,Illinois,Central,Major Territory,Regular,80,130,100,210,100,598,145,28,1,105,245,40
234,01-08-2012,Darjeeling,Leaves,Tea,Ohio,Central,Major Territory,Regular,90,160,100,250,114,810,172,37,1,103,286,69
970,01-08-2012,Earl Grey,Leaves,Tea,Colorado,Central,Major Territory,Regular,30,50,20,80,41,"1,046",50,12,1,16,91,34
618,01-08-2012,Earl Grey,Leaves,Tea,Illinois,Central,Major Territory,Regular,40,70,30,110,52,662,79,17,1,30,131,49
330,01-08-2012,Earl Grey,Leaves,Tea,Ohio,Central,Major Territory,Regular,90,150,100,240,116,678,161,35,1,103,277,58
719,01-08-2012,Green Tea,Leaves,Tea,Colorado,Central,Major Territory,Regular,50,80,50,130,68,587,87,22,1,53,155,34
941,01-08-2012,Darjeeling,Leaves,Tea,Florida,East,Major Territory,Regular,40,80,60,120,46,880,68,12,1,44,114,24
508,01-08-2012,Darjeeling,Leaves,Tea,Massachusetts,East,Major Territory,Regular,20,30,20,50,22,865,33,6,1,16,55,17
631,01-08-2012,Darjeeling,Leaves,Tea,New York,East,Major Territory,Regular,130,210,170,340,132,994,191,36,1,144,323,47
914,01-08-2012,Earl Grey,Leaves,Tea,New York,East,Major Territory,Regular,130,190,150,320,123,941,178,34,1,133,301,45
904,01-08-2012,Green Tea,Leaves,Tea,Florida,East,Major Territory,Regular,60,100,80,160,63,864,91,17,1,63,154,28
508,01-08-2012,Green Tea,Leaves,Tea,Massachusetts,East,Major Territory,Regular,10,30,20,40,16,484,25,4,1,9,41,16
646,01-08-2012,Green Tea,Leaves,Tea,New York,East,Major Territory,Regular,100,160,130,260,100,598,145,28,1,105,245,40
760,01-08-2012,Darjeeling,Leaves,Tea,California,West,Major Territory,Regular,80,120,100,200,123,941,178,34,1,133,301,45
310,01-08-2012,Earl Grey,Leaves,Tea,California,West,Major Territory,Regular,60,100,90,160,100,598,145,28,1,105,245,40
818,01-08-2012,Green Tea,Leaves,Tea,California,West,Major Territory,Regular,30,50,20,80,52,662,79,17,1,30,131,49
712,01-08-2012,Chamomile,Leaves,Herbal Tea,Iowa,Central,Small Territory,Decaf,250,350,250,600,295,"1,714",392,97,1,262,687,130
314,01-08-2012,Chamomile,Leaves,Herbal Tea,Missouri,Central,Small Territory,Decaf,50,80,20,130,63,332,88,57,1,2,151,86
715,01-08-2012,Chamomile,Leaves,Herbal Tea,Wisconsin,Central,Small Territory,Decaf,40,70,50,110,47,366,79,14,1,41,126,38
712,01-08-2012,Lemon,Leaves,Herbal Tea,Iowa,Central,Small Territory,Decaf,130,200,150,330,154,817,222,49,1,151,376,71
573,01-08-2012,Lemon,Leaves,Herbal Tea,Missouri,Central,Small Territory,Decaf,100,20,-20,120,120,"1,439",19,37,1,-41,139,60
262,01-08-2012,Lemon,Leaves,Herbal Tea,Wisconsin,Central,Small Territory,Decaf,50,80,70,130,63,864,91,17,1,63,154,28
860,01-08-2012,Lemon,Leaves,Herbal Tea,Connecticut,East,Small Territory,Decaf,50,70,30,120,72,606,88,27,1,28,160,60
603,01-08-2012,Lemon,Leaves,Herbal Tea,New Hampshire,East,Small Territory,Decaf,20,40,10,60,38,248,48,14,1,1,86,47
959,01-08-2012,Mint,Leaves,Herbal Tea,Connecticut,East,Small Territory,Decaf,30,50,30,80,50,"1,064",60,15,1,24,110,36
504,01-08-2012,Chamomile,Leaves,Herbal Tea,Louisiana,South,Small Territory,Decaf,70,100,70,170,77,581,99,25,1,61,176,38
505,01-08-2012,Chamomile,Leaves,Herbal Tea,New Mexico,South,Small Territory,Decaf,20,40,30,60,25,851,38,7,1,19,63,19
580,01-08-2012,Chamomile,Leaves,Herbal Tea,Oklahoma,South,Small Territory,Decaf,60,70,20,130,63,397,77,23,1,20,140,57
985,01-08-2012,Lemon,Leaves,Herbal Tea,Louisiana,South,Small Territory,Decaf,60,90,40,150,72,606,88,27,1,28,160,60
505,01-08-2012,Lemon,Leaves,Herbal Tea,New Mexico,South,Small Territory,Decaf,30,50,20,80,41,"1,007",49,12,1,15,90,34
580,01-08-2012,Lemon,Leaves,Herbal Tea,Oklahoma,South,Small Territory,Decaf,120,190,60,310,133,705,184,120,1,34,317,150
775,01-08-2012,Chamomile,Leaves,Herbal Tea,Nevada,West,Small Territory,Decaf,140,220,70,360,173,927,239,156,1,49,412,190
971,01-08-2012,Chamomile,Leaves,Herbal Tea,Oregon,West,Small Territory,Decaf,20,30,30,50,25,826,37,7,1,19,62,18
801,01-08-2012,Chamomile,Leaves,Herbal Tea,Utah,West,Small Territory,Decaf,50,80,60,130,61,322,90,19,1,49,151,41
360,01-08-2012,Chamomile,Leaves,Herbal Tea,Washington,West,Small Territory,Decaf,70,120,80,190,90,"1,139",135,29,1,75,225,60
775,01-08-2012,Lemon,Leaves,Herbal Tea,Nevada,West,Small Territory,Decaf,160,250,170,410,196,"1,167",271,64,1,163,467,108
541,01-08-2012,Lemon,Leaves,Herbal Tea,Oregon,West,Small Territory,Decaf,50,80,60,130,68,587,87,22,1,53,155,34
435,01-08-2012,Lemon,Leaves,Herbal Tea,Utah,West,Small Territory,Decaf,50,90,60,140,64,460,96,21,1,44,160,52
253,01-08-2012,Lemon,Leaves,Herbal Tea,Washington,West,Small Territory,Decaf,40,60,50,100,48,839,70,13,1,45,118,25
702,01-08-2012,Mint,Leaves,Herbal Tea,Nevada,West,Small Territory,Decaf,130,200,150,330,154,817,222,49,1,150,376,72
801,01-08-2012,Mint,Leaves,Herbal Tea,Utah,West,Small Territory,Decaf,100,20,-30,120,120,"1,439",19,37,1,-41,139,60
515,01-08-2012,Darjeeling,Leaves,Tea,Iowa,Central,Small Territory,Regular,220,240,150,460,266,"1,797",266,74,1,167,532,99
816,01-08-2012,Darjeeling,Leaves,Tea,Missouri,Central,Small Territory,Regular,30,60,30,90,45,253,60,14,1,19,105,41
920,01-08-2012,Darjeeling,Leaves,Tea,Wisconsin,Central,Small Territory,Regular,30,40,10,70,36,458,54,11,1,20,90,34
515,01-08-2012,Earl Grey,Leaves,Tea,Iowa,Central,Small Territory,Regular,240,310,180,550,284,"1,809",348,107,1,207,632,141
660,01-08-2012,Earl Grey,Leaves,Tea,Missouri,Central,Small Territory,Regular,20,30,-10,50,29,215,36,11,1,-9,65,45
715,01-08-2012,Earl Grey,Leaves,Tea,Wisconsin,Central,Small Territory,Regular,30,60,10,90,44,617,61,39,1,-7,105,68
417,01-08-2012,Green Tea,Leaves,Tea,Missouri,Central,Small Territory,Regular,30,40,0,70,38,248,48,14,1,1,86,47
203,01-08-2012,Darjeeling,Leaves,Tea,Connecticut,East,Small Territory,Regular,30,50,40,80,34,890,49,9,1,28,83,21
603,01-08-2012,Darjeeling,Leaves,Tea,New Hampshire,East,Small Territory,Regular,20,40,30,60,25,851,38,7,1,20,63,18
959,01-08-2012,Green Tea,Leaves,Tea,Connecticut,East,Small Territory,Regular,20,30,20,50,19,811,28,5,1,12,47,16
603,01-08-2012,Green Tea,Leaves,Tea,New Hampshire,East,Small Territory,Regular,0,40,30,40,0,516,43,0,1,31,43,12
702,01-08-2012,Darjeeling,Leaves,Tea,Nevada,West,Small Territory,Regular,190,270,190,460,295,"1,714",392,97,1,262,687,130
503,01-08-2012,Darjeeling,Leaves,Tea,Oregon,West,Small Territory,Regular,10,10,10,20,16,484,25,4,1,9,41,16
801,01-08-2012,Darjeeling,Leaves,Tea,Utah,West,Small Territory,Regular,40,60,10,100,63,332,88,57,1,2,151,86
253,01-08-2012,Darjeeling,Leaves,Tea,Washington,West,Small Territory,Regular,30,50,30,80,47,366,79,14,1,42,126,37
775,01-08-2012,Earl Grey,Leaves,Tea,Nevada,West,Small Territory,Regular,170,190,130,360,266,"1,797",266,74,1,167,532,99
971,01-08-2012,Earl Grey,Leaves,Tea,Oregon,West,Small Territory,Regular,70,120,80,190,114,810,172,37,1,104,286,68
435,01-08-2012,Earl Grey,Leaves,Tea,Utah,West,Small Territory,Regular,20,50,30,70,45,253,60,14,1,19,105,41
206,01-08-2012,Earl Grey,Leaves,Tea,Washington,West,Small Territory,Regular,20,40,30,60,36,458,54,11,1,20,90,34
775,01-08-2012,Green Tea,Leaves,Tea,Nevada,West,Small Territory,Regular,180,-180,-260,0,284,"5,807",-284,107,1,-404,21,141
541,01-08-2012,Green Tea,Leaves,Tea,Oregon,West,Small Territory,Regular,70,110,70,180,116,678,161,35,1,102,277,59
435,01-08-2012,Green Tea,Leaves,Tea,Utah,West,Small Territory,Regular,10,30,10,40,29,215,36,11,1,-9,65,45
206,01-08-2012,Green Tea,Leaves,Tea,Washington,West,Small Territory,Regular,20,50,10,70,44,617,61,39,1,-8,105,69
970,01-09-2012,Decaf Irish Cream,Beans,Coffee,Colorado,Central,Major Territory,Decaf,100,150,120,250,100,981,145,28,1,106,245,39
708,01-09-2012,Decaf Irish Cream,Beans,Coffee,Illinois,Central,Major Territory,Decaf,120,190,140,310,122,801,176,39,1,115,298,61
234,01-09-2012,Decaf Irish Cream,Beans,Coffee,Ohio,Central,Major Territory,Decaf,50,80,20,130,52,509,74,47,1,-3,126,77
954,01-09-2012,Decaf Irish Cream,Beans,Coffee,Florida,East,Major Territory,Decaf,90,120,80,210,96,666,134,29,1,81,230,53
325,01-09-2012,Decaf Irish Cream,Beans,Coffee,Texas,South,Major Territory,Decaf,70,90,70,160,58,548,74,19,1,42,132,32
909,01-09-2012,Decaf Irish Cream,Beans,Coffee,California,West,Major Territory,Decaf,200,-30,-120,170,162,"3,421",-24,53,1,-120,138,96
303,01-09-2012,Decaf Espresso,Beans,Espresso,Colorado,Central,Major Territory,Decaf,60,110,60,170,60,656,90,19,1,39,150,51
312,01-09-2012,Decaf Espresso,Beans,Espresso,Illinois,Central,Major Territory,Decaf,280,300,210,580,249,"1,775",249,69,1,155,498,94
567,01-09-2012,Decaf Espresso,Beans,Espresso,Ohio,Central,Major Territory,Decaf,50,70,30,120,45,409,57,17,1,6,102,51
863,01-09-2012,Decaf Espresso,Beans,Espresso,Florida,East,Major Territory,Decaf,80,110,70,190,85,555,114,28,1,58,199,56
979,01-09-2012,Decaf Espresso,Beans,Espresso,Texas,South,Major Territory,Decaf,60,110,90,170,81,588,118,22,1,85,199,33
213,01-09-2012,Decaf Espresso,Beans,Espresso,California,West,Major Territory,Decaf,240,320,220,560,253,"1,686",336,83,1,220,589,116
970,01-09-2012,Amaretto,Beans,Coffee,Colorado,Central,Major Territory,Regular,130,180,140,310,123,928,179,34,1,134,302,45
614,01-09-2012,Amaretto,Beans,Coffee,Ohio,Central,Major Territory,Regular,50,80,50,130,53,410,72,17,1,28,125,44
970,01-09-2012,Colombian,Beans,Coffee,Colorado,Central,Major Territory,Regular,60,70,50,130,58,548,74,19,1,42,132,32
309,01-09-2012,Colombian,Beans,Coffee,Illinois,Central,Major Territory,Regular,170,230,140,400,162,"1,148",225,53,1,129,387,96
419,01-09-2012,Colombian,Beans,Coffee,Ohio,Central,Major Territory,Regular,40,70,40,110,43,424,64,13,1,29,107,35
386,01-09-2012,Colombian,Beans,Coffee,Florida,East,Major Territory,Regular,90,140,100,230,99,798,150,32,1,86,249,64
413,01-09-2012,Colombian,Beans,Coffee,Massachusetts,East,Major Territory,Regular,50,490,460,540,60,"-2,572",516,19,1,465,576,51
917,01-09-2012,Colombian,Beans,Coffee,New York,East,Major Territory,Regular,300,450,320,750,316,"2,580",474,110,1,312,790,162
214,01-09-2012,Colombian,Beans,Coffee,Texas,South,Major Territory,Regular,310,370,280,680,251,"1,268",295,77,1,197,546,98
714,01-09-2012,Amaretto,Beans,Coffee,California,West,Major Territory,Regular,150,-20,-70,130,122,"2,378",-13,39,1,-74,109,61
626,01-09-2012,Colombian,Beans,Coffee,California,West,Major Territory,Regular,390,590,450,980,316,"2,580",474,110,1,313,790,161
303,01-09-2012,Caffe Mocha,Beans,Espresso,Colorado,Central,Major Territory,Regular,90,140,110,230,81,588,118,22,1,84,199,34
618,01-09-2012,Caffe Mocha,Beans,Espresso,Illinois,Central,Major Territory,Regular,290,400,280,690,253,"1,686",336,83,1,220,589,116
513,01-09-2012,Caffe Mocha,Beans,Espresso,Ohio,Central,Major Territory,Regular,170,190,130,360,155,"1,280",155,43,1,87,310,68
863,01-09-2012,Caffe Mocha,Beans,Espresso,Florida,East,Major Territory,Regular,80,130,40,210,93,692,130,84,1,17,223,113
508,01-09-2012,Caffe Mocha,Beans,Espresso,Massachusetts,East,Major Territory,Regular,40,50,-10,90,52,520,46,47,1,-31,98,77
